aeid	kind	name	confidence	vr	vr_offset	sse_1_5_97	sse_route	flags	db_name	site
398354	rtti	NiCapsuleTriIntersector	curated-verified	0x141f62c90	0x1f62c90	0x141e9b600	addr-match		RE::RTTI_NiCapsuleTriIntersector	Code/client/Games/Skyrim/RTTI.cpp:4197
398355	rtti	NiSphereTriIntersector	curated-verified	0x141f62cc0	0x1f62cc0	0x141e9b630	addr-match		RE::RTTI_NiSphereTriIntersector	Code/client/Games/Skyrim/RTTI.cpp:4199
398356	rtti	NiControllerManager	curated-verified	0x141f62d30	0x1f62d30	0x141e9b6a0	addr-match		RE::RTTI_NiControllerManager	Code/client/Games/Skyrim/RTTI.cpp:4201
398359	rtti	NiTextKeyMatch	curated-verified	0x141f62e38	0x1f62e38	0x141e9b7a8	addr-match		RE::RTTI_NiTextKeyMatch	Code/client/Games/Skyrim/RTTI.cpp:4203
398360	rtti	NiMultiTargetTransformController	curated-verified	0x141f62e60	0x1f62e60	0x141e9b7d0	addr-match		RE::RTTI_NiMultiTargetTransformController	Code/client/Games/Skyrim/RTTI.cpp:4205
398361	rtti	NiInterpController	curated-verified	0x141f62e98	0x1f62e98	0x141e9b808	addr-match		RE::RTTI_NiInterpController	Code/client/Games/Skyrim/RTTI.cpp:4207
398362	rtti	NiBlendInterpolator	curated-verified	0x141f62ec8	0x1f62ec8	0x141e9b838	addr-match		RE::RTTI_NiBlendInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4209
398363	rtti	NiInterpolator	curated-verified	0x141f62ef8	0x1f62ef8	0x141e9b868	addr-match		RE::RTTI_NiInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4211
398364	rtti	BSMultiTargetTreadTransfController	curated-verified	0x141f62f20	0x1f62f20	0x141e9b890	addr-match		RE::RTTI_BSMultiTargetTreadTransfController	Code/client/Games/Skyrim/RTTI.cpp:4213
398365	rtti	NiFloatInterpolator	curated-verified	0x141f62f60	0x1f62f60	0x141e9b8d0	addr-match		RE::RTTI_NiFloatInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4215
398366	rtti	NiKeyBasedInterpolator	curated-verified	0x141f62f90	0x1f62f90	0x141e9b900	addr-match		RE::RTTI_NiKeyBasedInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4217
398367	rtti	NiColorInterpolator	curated-verified	0x141f62fc0	0x1f62fc0	0x141e9b930	addr-match		RE::RTTI_NiColorInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4219
398368	rtti	NiSingleInterpController	curated-verified	0x141f62ff0	0x1f62ff0	0x141e9b960	addr-match		RE::RTTI_NiSingleInterpController	Code/client/Games/Skyrim/RTTI.cpp:4221
398369	rtti	NiTransformInterpolator	curated-verified	0x141f63020	0x1f63020	0x141e9b990	addr-match		RE::RTTI_NiTransformInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4223
398370	rtti	NiPosData	curated-verified	0x141f63050	0x1f63050	0x141e9b9c0	addr-match		RE::RTTI_NiPosData	Code/client/Games/Skyrim/RTTI.cpp:4225
398371	rtti	NiPathInterpolator	curated-verified	0x141f63070	0x1f63070	0x141e9b9e0	addr-match		RE::RTTI_NiPathInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4227
398372	rtti	NiBlendTransformInterpolator	curated-verified	0x141f630a0	0x1f630a0	0x141e9ba10	addr-match		RE::RTTI_NiBlendTransformInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4229
398373	rtti	NiBlendFloatInterpolator	curated-verified	0x141f630d8	0x1f630d8	0x141e9ba48	addr-match		RE::RTTI_NiBlendFloatInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4231
398374	rtti	NiFloatExtraDataController	curated-verified	0x141f63108	0x1f63108	0x141e9ba78	addr-match		RE::RTTI_NiFloatExtraDataController	Code/client/Games/Skyrim/RTTI.cpp:4233
398375	rtti	NiExtraDataController	curated-verified	0x141f63140	0x1f63140	0x141e9bab0	addr-match		RE::RTTI_NiExtraDataController	Code/client/Games/Skyrim/RTTI.cpp:4235
398376	rtti	NiTransformController	curated-verified	0x141f63170	0x1f63170	0x141e9bae0	addr-match		RE::RTTI_NiTransformController	Code/client/Games/Skyrim/RTTI.cpp:4237
398377	rtti	NiBlendAccumTransformInterpolator	curated-verified	0x141f631a0	0x1f631a0	0x141e9bb10	addr-match		RE::RTTI_NiBlendAccumTransformInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4239
398380	rtti	BSBlendTreadTransfInterpolator	curated-verified	0x141f632d0	0x1f632d0	0x141e9bc40	addr-match		RE::RTTI_BSBlendTreadTransfInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4241
398381	rtti	NiTransformData	curated-verified	0x141f63308	0x1f63308	0x141e9bc78	addr-match		RE::RTTI_NiTransformData	Code/client/Games/Skyrim/RTTI.cpp:4243
398382	rtti	NiBlendBoolInterpolator	curated-verified	0x141f63330	0x1f63330	0x141e9bca0	addr-match		RE::RTTI_NiBlendBoolInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4245
398383	rtti	NiBlendColorInterpolator	curated-verified	0x141f63360	0x1f63360	0x141e9bcd0	addr-match		RE::RTTI_NiBlendColorInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4247
398384	rtti	NiBlendPoint3Interpolator	curated-verified	0x141f63390	0x1f63390	0x141e9bd00	addr-match		RE::RTTI_NiBlendPoint3Interpolator	Code/client/Games/Skyrim/RTTI.cpp:4249
398385	rtti	NiBlendQuaternionInterpolator	curated-verified	0x141f633c0	0x1f633c0	0x141e9bd30	addr-match		RE::RTTI_NiBlendQuaternionInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4251
398386	rtti	NiBoolData	curated-verified	0x141f633f8	0x1f633f8	0x141e9bd68	addr-match		RE::RTTI_NiBoolData	Code/client/Games/Skyrim/RTTI.cpp:4253
398387	rtti	NiBoolInterpolator	curated-verified	0x141f63420	0x1f63420	0x141e9bd90	addr-match		RE::RTTI_NiBoolInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4255
398388	rtti	NiBoolTimelineInterpolator	curated-verified	0x141f63450	0x1f63450	0x141e9bdc0	addr-match		RE::RTTI_NiBoolTimelineInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4257
398389	rtti	NiBSplineBasisData	curated-verified	0x141f63488	0x1f63488	0x141e9bdf8	addr-match		RE::RTTI_NiBSplineBasisData	Code/client/Games/Skyrim/RTTI.cpp:4259
398390	rtti	NiBSplineData	curated-verified	0x141f634b8	0x1f634b8	0x141e9be28	addr-match		RE::RTTI_NiBSplineData	Code/client/Games/Skyrim/RTTI.cpp:4261
398391	rtti	NiBSplineColorInterpolator	curated-verified	0x141f634e0	0x1f634e0	0x141e9be50	addr-match		RE::RTTI_NiBSplineColorInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4263
398392	rtti	NiBSplineInterpolator	curated-verified	0x141f63518	0x1f63518	0x141e9be88	addr-match		RE::RTTI_NiBSplineInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4265
398393	rtti	NiBSplineCompColorInterpolator	curated-verified	0x141f63548	0x1f63548	0x141e9beb8	addr-match		RE::RTTI_NiBSplineCompColorInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4267
398394	rtti	NiBSplineCompFloatInterpolator	curated-verified	0x141f63580	0x1f63580	0x141e9bef0	addr-match		RE::RTTI_NiBSplineCompFloatInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4269
398395	rtti	NiBSplineFloatInterpolator	curated-verified	0x141f635b8	0x1f635b8	0x141e9bf28	addr-match		RE::RTTI_NiBSplineFloatInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4271
398396	rtti	NiBSplineCompPoint3Interpolator	curated-verified	0x141f635f0	0x1f635f0	0x141e9bf60	addr-match		RE::RTTI_NiBSplineCompPoint3Interpolator	Code/client/Games/Skyrim/RTTI.cpp:4273
398397	rtti	NiBSplinePoint3Interpolator	curated-verified	0x141f63628	0x1f63628	0x141e9bf98	addr-match		RE::RTTI_NiBSplinePoint3Interpolator	Code/client/Games/Skyrim/RTTI.cpp:4275
398398	rtti	NiBSplineCompTransformInterpolator	curated-verified	0x141f63660	0x1f63660	0x141e9bfd0	addr-match		RE::RTTI_NiBSplineCompTransformInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4277
398399	rtti	NiBSplineTransformInterpolator	curated-verified	0x141f636a0	0x1f636a0	0x141e9c010	addr-match		RE::RTTI_NiBSplineTransformInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4279
398400	rtti	NiColorExtraDataController	curated-verified	0x141f636d8	0x1f636d8	0x141e9c048	addr-match		RE::RTTI_NiColorExtraDataController	Code/client/Games/Skyrim/RTTI.cpp:4281
398401	rtti	NiFloatsExtraDataController	curated-verified	0x141f63710	0x1f63710	0x141e9c080	addr-match		RE::RTTI_NiFloatsExtraDataController	Code/client/Games/Skyrim/RTTI.cpp:4283
398402	rtti	NiFloatsExtraDataPoint3Controller	curated-verified	0x141f63748	0x1f63748	0x141e9c0b8	addr-match		RE::RTTI_NiFloatsExtraDataPoint3Controller	Code/client/Games/Skyrim/RTTI.cpp:4285
398403	rtti	NiKeyframeManager	curated-verified	0x141f63780	0x1f63780	0x141e9c0f0	addr-match		RE::RTTI_NiKeyframeManager	Code/client/Games/Skyrim/RTTI.cpp:4287
398408	rtti	NiLightColorController	curated-verified	0x141f63930	0x1f63930	0x141e9c2a0	addr-match		RE::RTTI_NiLightColorController	Code/client/Games/Skyrim/RTTI.cpp:4289
398409	rtti	NiPoint3InterpController	curated-verified	0x141f63960	0x1f63960	0x141e9c2d0	addr-match		RE::RTTI_NiPoint3InterpController	Code/client/Games/Skyrim/RTTI.cpp:4291
398410	rtti	NiLightDimmerController	curated-verified	0x141f63990	0x1f63990	0x141e9c300	addr-match		RE::RTTI_NiLightDimmerController	Code/client/Games/Skyrim/RTTI.cpp:4293
398411	rtti	NiFloatInterpController	curated-verified	0x141f639c0	0x1f639c0	0x141e9c330	addr-match		RE::RTTI_NiFloatInterpController	Code/client/Games/Skyrim/RTTI.cpp:4295
398412	rtti	NiLookAtController	curated-verified	0x141f639f0	0x1f639f0	0x141e9c360	addr-match		RE::RTTI_NiLookAtController	Code/client/Games/Skyrim/RTTI.cpp:4297
398413	rtti	NiLookAtInterpolator	curated-verified	0x141f63a20	0x1f63a20	0x141e9c390	addr-match		RE::RTTI_NiLookAtInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4299
398414	rtti	NiMorphData	curated-verified	0x141f63a50	0x1f63a50	0x141e9c3c0	addr-match		RE::RTTI_NiMorphData	Code/client/Games/Skyrim/RTTI.cpp:4301
398415	rtti	NiPathController	curated-verified	0x141f63a78	0x1f63a78	0x141e9c3e8	addr-match		RE::RTTI_NiPathController	Code/client/Games/Skyrim/RTTI.cpp:4303
398416	rtti	NiPoint3Interpolator	curated-verified	0x141f63aa0	0x1f63aa0	0x141e9c410	addr-match		RE::RTTI_NiPoint3Interpolator	Code/client/Games/Skyrim/RTTI.cpp:4305
398417	rtti	NiQuaternionInterpolator	curated-verified	0x141f63ad0	0x1f63ad0	0x141e9c440	addr-match		RE::RTTI_NiQuaternionInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4307
398418	rtti	NiFloatController	curated-verified	0x141f63b00	0x1f63b00	0x141e9c470	addr-match		RE::RTTI_NiFloatController	Code/client/Games/Skyrim/RTTI.cpp:4309
398419	rtti	NiRollController	curated-verified	0x141f63b28	0x1f63b28	0x141e9c498	addr-match		RE::RTTI_NiRollController	Code/client/Games/Skyrim/RTTI.cpp:4311
398420	rtti	NiRotData	curated-verified	0x141f63b50	0x1f63b50	0x141e9c4c0	addr-match		RE::RTTI_NiRotData	Code/client/Games/Skyrim/RTTI.cpp:4313
398421	rtti	NiSequence	curated-verified	0x141f63b70	0x1f63b70	0x141e9c4e0	addr-match		RE::RTTI_NiSequence	Code/client/Games/Skyrim/RTTI.cpp:4315
398424	rtti	NiSequenceStreamHelper	curated-verified	0x141f63c78	0x1f63c78	0x141e9c5e8	addr-match		RE::RTTI_NiSequenceStreamHelper	Code/client/Games/Skyrim/RTTI.cpp:4317
398425	rtti	NiStringPalette	curated-verified	0x141f63ca8	0x1f63ca8	0x141e9c618	addr-match		RE::RTTI_NiStringPalette	Code/client/Games/Skyrim/RTTI.cpp:4319
398426	rtti	NiTextKeyExtraData	curated-verified	0x141f63cd0	0x1f63cd0	0x141e9c640	addr-match		RE::RTTI_NiTextKeyExtraData	Code/client/Games/Skyrim/RTTI.cpp:4321
398427	rtti	NiUVData	curated-verified	0x141f63d00	0x1f63d00	0x141e9c670	addr-match		RE::RTTI_NiUVData	Code/client/Games/Skyrim/RTTI.cpp:4323
398428	rtti	NiVisController	curated-verified	0x141f63d20	0x1f63d20	0x141e9c690	addr-match		RE::RTTI_NiVisController	Code/client/Games/Skyrim/RTTI.cpp:4325
398429	rtti	NiBoolInterpController	curated-verified	0x141f63d48	0x1f63d48	0x141e9c6b8	addr-match		RE::RTTI_NiBoolInterpController	Code/client/Games/Skyrim/RTTI.cpp:4327
398430	rtti	BSAnimNotes	curated-verified	0x141f63d78	0x1f63d78	0x141e9c6e8	addr-match		RE::RTTI_BSAnimNotes	Code/client/Games/Skyrim/RTTI.cpp:4329
398431	rtti	BSAnimNote	curated-verified	0x141f63da0	0x1f63da0	0x141e9c710	addr-match		RE::RTTI_BSAnimNote	Code/client/Games/Skyrim/RTTI.cpp:4331
398432	rtti	BSGrabIKNote	curated-verified	0x141f63dc8	0x1f63dc8	0x141e9c738	addr-match		RE::RTTI_BSGrabIKNote	Code/client/Games/Skyrim/RTTI.cpp:4333
398433	rtti	BSLookIKNote	curated-verified	0x141f63df0	0x1f63df0	0x141e9c760	addr-match		RE::RTTI_BSLookIKNote	Code/client/Games/Skyrim/RTTI.cpp:4335
398434	rtti	BSRotAccumTransfInterpolator	curated-verified	0x141f63e18	0x1f63e18	0x141e9c788	addr-match		RE::RTTI_BSRotAccumTransfInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4337
398435	rtti	BSTreadTransfInterpolator	curated-verified	0x141f63e50	0x1f63e50	0x141e9c7c0	addr-match		RE::RTTI_BSTreadTransfInterpolator	Code/client/Games/Skyrim/RTTI.cpp:4339
398436	rtti	BSFrustumFOVController	curated-verified	0x141f63e80	0x1f63e80	0x141e9c7f0	addr-match		RE::RTTI_BSFrustumFOVController	Code/client/Games/Skyrim/RTTI.cpp:4341
398437	rtti	NiParticleSystem	curated-verified	0x141f63eb0	0x1f63eb0	0x141e9c820	addr-match		RE::RTTI_NiParticleSystem	Code/client/Games/Skyrim/RTTI.cpp:4343
398438	rtti	NiPSysEmitterCtlr	curated-verified	0x141f63ed8	0x1f63ed8	0x141e9c848	addr-match		RE::RTTI_NiPSysEmitterCtlr	Code/client/Games/Skyrim/RTTI.cpp:4345
398439	rtti	NiPSysModifierCtlr	curated-verified	0x141f63f00	0x1f63f00	0x141e9c870	addr-match		RE::RTTI_NiPSysModifierCtlr	Code/client/Games/Skyrim/RTTI.cpp:4347
398440	rtti	NiPSysGravityModifier	curated-verified	0x141f63f30	0x1f63f30	0x141e9c8a0	addr-match		RE::RTTI_NiPSysGravityModifier	Code/client/Games/Skyrim/RTTI.cpp:4349
398441	rtti	NiPSysModifier	curated-verified	0x141f63f60	0x1f63f60	0x141e9c8d0	addr-match		RE::RTTI_NiPSysModifier	Code/client/Games/Skyrim/RTTI.cpp:4351
398442	rtti	BSPSysHavokUpdateModifier	curated-verified	0x141f63f88	0x1f63f88	0x141e9c8f8	addr-match		RE::RTTI_BSPSysHavokUpdateModifier	Code/client/Games/Skyrim/RTTI.cpp:4353
398443	rtti	NiPSysMeshUpdateModifier	curated-verified	0x141f63fb8	0x1f63fb8	0x141e9c928	addr-match		RE::RTTI_NiPSysMeshUpdateModifier	Code/client/Games/Skyrim/RTTI.cpp:4355
398444	rtti	NiMeshParticleSystem	curated-verified	0x141f63fe8	0x1f63fe8	0x141e9c958	addr-match		RE::RTTI_NiMeshParticleSystem	Code/client/Games/Skyrim/RTTI.cpp:4357
398445	rtti	NiPSysCylinderEmitter	curated-verified	0x141f64018	0x1f64018	0x141e9c988	addr-match		RE::RTTI_NiPSysCylinderEmitter	Code/client/Games/Skyrim/RTTI.cpp:4359
398446	rtti	NiPSysVolumeEmitter	curated-verified	0x141f64048	0x1f64048	0x141e9c9b8	addr-match		RE::RTTI_NiPSysVolumeEmitter	Code/client/Games/Skyrim/RTTI.cpp:4361
398447	rtti	NiPSysEmitter	curated-verified	0x141f64078	0x1f64078	0x141e9c9e8	addr-match		RE::RTTI_NiPSysEmitter	Code/client/Games/Skyrim/RTTI.cpp:4363
398448	rtti	BSStripParticleSystem	curated-verified	0x141f640a0	0x1f640a0	0x141e9ca10	addr-match		RE::RTTI_BSStripParticleSystem	Code/client/Games/Skyrim/RTTI.cpp:4365
398449	rtti	NiPSysUpdateCtlr	curated-verified	0x141f640d0	0x1f640d0	0x141e9ca40	addr-match		RE::RTTI_NiPSysUpdateCtlr	Code/client/Games/Skyrim/RTTI.cpp:4367
398450	rtti	NiMeshPSysData	curated-verified	0x141f640f8	0x1f640f8	0x141e9ca68	addr-match		RE::RTTI_NiMeshPSysData	Code/client/Games/Skyrim/RTTI.cpp:4369
398451	rtti	NiPSysData	curated-verified	0x141f64120	0x1f64120	0x141e9ca90	addr-match		RE::RTTI_NiPSysData	Code/client/Games/Skyrim/RTTI.cpp:4371
398454	rtti	NiPSysAirFieldAirFrictionCtlr	curated-verified	0x141f64250	0x1f64250	0x141e9cbc0	addr-match		RE::RTTI_NiPSysAirFieldAirFrictionCtlr	Code/client/Games/Skyrim/RTTI.cpp:4373
398455	rtti	NiPSysModifierFloatCtlr	curated-verified	0x141f64288	0x1f64288	0x141e9cbf8	addr-match		RE::RTTI_NiPSysModifierFloatCtlr	Code/client/Games/Skyrim/RTTI.cpp:4375
398456	rtti	NiPSysAirFieldInheritVelocityCtlr	curated-verified	0x141f642b8	0x1f642b8	0x141e9cc28	addr-match		RE::RTTI_NiPSysAirFieldInheritVelocityCtlr	Code/client/Games/Skyrim/RTTI.cpp:4377
398457	rtti	NiPSysAirFieldModifier	curated-verified	0x141f642f0	0x1f642f0	0x141e9cc60	addr-match		RE::RTTI_NiPSysAirFieldModifier	Code/client/Games/Skyrim/RTTI.cpp:4379
398458	rtti	NiPSysFieldModifier	curated-verified	0x141f64320	0x1f64320	0x141e9cc90	addr-match		RE::RTTI_NiPSysFieldModifier	Code/client/Games/Skyrim/RTTI.cpp:4381
398459	rtti	NiPSysAirFieldSpreadCtlr	curated-verified	0x141f64350	0x1f64350	0x141e9ccc0	addr-match		RE::RTTI_NiPSysAirFieldSpreadCtlr	Code/client/Games/Skyrim/RTTI.cpp:4383
398460	rtti	NiPSysAgeDeathModifier	curated-verified	0x141f64380	0x1f64380	0x141e9ccf0	addr-match		RE::RTTI_NiPSysAgeDeathModifier	Code/client/Games/Skyrim/RTTI.cpp:4385
398461	rtti	NiPSysBombModifier	curated-verified	0x141f643b0	0x1f643b0	0x141e9cd20	addr-match		RE::RTTI_NiPSysBombModifier	Code/client/Games/Skyrim/RTTI.cpp:4387
398462	rtti	NiPSysBoundUpdateModifier	curated-verified	0x141f643e0	0x1f643e0	0x141e9cd50	addr-match		RE::RTTI_NiPSysBoundUpdateModifier	Code/client/Games/Skyrim/RTTI.cpp:4389
398463	rtti	NiPSysBoxEmitter	curated-verified	0x141f64410	0x1f64410	0x141e9cd80	addr-match		RE::RTTI_NiPSysBoxEmitter	Code/client/Games/Skyrim/RTTI.cpp:4391
398464	rtti	NiPSysColliderManager	curated-verified	0x141f64438	0x1f64438	0x141e9cda8	addr-match		RE::RTTI_NiPSysColliderManager	Code/client/Games/Skyrim/RTTI.cpp:4393
398465	rtti	NiPSysColorModifier	curated-verified	0x141f64468	0x1f64468	0x141e9cdd8	addr-match		RE::RTTI_NiPSysColorModifier	Code/client/Games/Skyrim/RTTI.cpp:4395
398466	rtti	NiPSysDragFieldModifier	curated-verified	0x141f64498	0x1f64498	0x141e9ce08	addr-match		RE::RTTI_NiPSysDragFieldModifier	Code/client/Games/Skyrim/RTTI.cpp:4397
398467	rtti	NiPSysDragModifier	curated-verified	0x141f644c8	0x1f644c8	0x141e9ce38	addr-match		RE::RTTI_NiPSysDragModifier	Code/client/Games/Skyrim/RTTI.cpp:4399
398468	rtti	NiPSysEmitterCtlrData	curated-verified	0x141f644f8	0x1f644f8	0x141e9ce68	addr-match		RE::RTTI_NiPSysEmitterCtlrData	Code/client/Games/Skyrim/RTTI.cpp:4401
398469	rtti	NiPSysEmitterDeclinationCtlr	curated-verified	0x141f64528	0x1f64528	0x141e9ce98	addr-match		RE::RTTI_NiPSysEmitterDeclinationCtlr	Code/client/Games/Skyrim/RTTI.cpp:4403
398470	rtti	NiPSysEmitterDeclinationVarCtlr	curated-verified	0x141f64560	0x1f64560	0x141e9ced0	addr-match		RE::RTTI_NiPSysEmitterDeclinationVarCtlr	Code/client/Games/Skyrim/RTTI.cpp:4405
398471	rtti	NiPSysEmitterInitialRadiusCtlr	curated-verified	0x141f64598	0x1f64598	0x141e9cf08	addr-match		RE::RTTI_NiPSysEmitterInitialRadiusCtlr	Code/client/Games/Skyrim/RTTI.cpp:4407
398472	rtti	NiPSysEmitterLifeSpanCtlr	curated-verified	0x141f645d0	0x1f645d0	0x141e9cf40	addr-match		RE::RTTI_NiPSysEmitterLifeSpanCtlr	Code/client/Games/Skyrim/RTTI.cpp:4409
398473	rtti	NiPSysEmitterPlanarAngleCtlr	curated-verified	0x141f64600	0x1f64600	0x141e9cf70	addr-match		RE::RTTI_NiPSysEmitterPlanarAngleCtlr	Code/client/Games/Skyrim/RTTI.cpp:4411
398474	rtti	NiPSysEmitterPlanarAngleVarCtlr	curated-verified	0x141f64638	0x1f64638	0x141e9cfa8	addr-match		RE::RTTI_NiPSysEmitterPlanarAngleVarCtlr	Code/client/Games/Skyrim/RTTI.cpp:4413
398475	rtti	NiPSysEmitterSpeedCtlr	curated-verified	0x141f64670	0x1f64670	0x141e9cfe0	addr-match		RE::RTTI_NiPSysEmitterSpeedCtlr	Code/client/Games/Skyrim/RTTI.cpp:4415
398476	rtti	NiPSysFieldAttenuationCtlr	curated-verified	0x141f646a0	0x1f646a0	0x141e9d010	addr-match		RE::RTTI_NiPSysFieldAttenuationCtlr	Code/client/Games/Skyrim/RTTI.cpp:4417
398477	rtti	NiPSysFieldMagnitudeCtlr	curated-verified	0x141f646d8	0x1f646d8	0x141e9d048	addr-match		RE::RTTI_NiPSysFieldMagnitudeCtlr	Code/client/Games/Skyrim/RTTI.cpp:4419
398478	rtti	NiPSysFieldMaxDistanceCtlr	curated-verified	0x141f64708	0x1f64708	0x141e9d078	addr-match		RE::RTTI_NiPSysFieldMaxDistanceCtlr	Code/client/Games/Skyrim/RTTI.cpp:4421
398479	rtti	NiPSysGravityFieldModifier	curated-verified	0x141f64740	0x1f64740	0x141e9d0b0	addr-match		RE::RTTI_NiPSysGravityFieldModifier	Code/client/Games/Skyrim/RTTI.cpp:4423
398480	rtti	NiPSysGravityStrengthCtlr	curated-verified	0x141f64778	0x1f64778	0x141e9d0e8	addr-match		RE::RTTI_NiPSysGravityStrengthCtlr	Code/client/Games/Skyrim/RTTI.cpp:4425
398481	rtti	NiPSysGrowFadeModifier	curated-verified	0x141f647a8	0x1f647a8	0x141e9d118	addr-match		RE::RTTI_NiPSysGrowFadeModifier	Code/client/Games/Skyrim/RTTI.cpp:4427
398482	rtti	NiPSysInitialRotAngleCtlr	curated-verified	0x141f647d8	0x1f647d8	0x141e9d148	addr-match		RE::RTTI_NiPSysInitialRotAngleCtlr	Code/client/Games/Skyrim/RTTI.cpp:4429
398483	rtti	NiPSysInitialRotAngleVarCtlr	curated-verified	0x141f64808	0x1f64808	0x141e9d178	addr-match		RE::RTTI_NiPSysInitialRotAngleVarCtlr	Code/client/Games/Skyrim/RTTI.cpp:4431
398484	rtti	NiPSysInitialRotSpeedCtlr	curated-verified	0x141f64840	0x1f64840	0x141e9d1b0	addr-match		RE::RTTI_NiPSysInitialRotSpeedCtlr	Code/client/Games/Skyrim/RTTI.cpp:4433
398485	rtti	NiPSysInitialRotSpeedVarCtlr	curated-verified	0x141f64870	0x1f64870	0x141e9d1e0	addr-match		RE::RTTI_NiPSysInitialRotSpeedVarCtlr	Code/client/Games/Skyrim/RTTI.cpp:4435
398486	rtti	NiPSysMeshEmitter	curated-verified	0x141f648a8	0x1f648a8	0x141e9d218	addr-match		RE::RTTI_NiPSysMeshEmitter	Code/client/Games/Skyrim/RTTI.cpp:4437
398491	rtti	NiPSysModifierActiveCtlr	curated-verified	0x141f64a50	0x1f64a50	0x141e9d3c0	addr-match		RE::RTTI_NiPSysModifierActiveCtlr	Code/client/Games/Skyrim/RTTI.cpp:4439
398492	rtti	NiPSysModifierBoolCtlr	curated-verified	0x141f64a80	0x1f64a80	0x141e9d3f0	addr-match		RE::RTTI_NiPSysModifierBoolCtlr	Code/client/Games/Skyrim/RTTI.cpp:4441
398493	rtti	NiPSysPlanarCollider	curated-verified	0x141f64ab0	0x1f64ab0	0x141e9d420	addr-match		RE::RTTI_NiPSysPlanarCollider	Code/client/Games/Skyrim/RTTI.cpp:4443
398494	rtti	NiPSysCollider	curated-verified	0x141f64ae0	0x1f64ae0	0x141e9d450	addr-match		RE::RTTI_NiPSysCollider	Code/client/Games/Skyrim/RTTI.cpp:4445
398495	rtti	NiPSysPositionModifier	curated-verified	0x141f64b08	0x1f64b08	0x141e9d478	addr-match		RE::RTTI_NiPSysPositionModifier	Code/client/Games/Skyrim/RTTI.cpp:4447
398496	rtti	NiPSysRadialFieldModifier	curated-verified	0x141f64b38	0x1f64b38	0x141e9d4a8	addr-match		RE::RTTI_NiPSysRadialFieldModifier	Code/client/Games/Skyrim/RTTI.cpp:4449
398497	rtti	NiPSysResetOnLoopCtlr	curated-verified	0x141f64b68	0x1f64b68	0x141e9d4d8	addr-match		RE::RTTI_NiPSysResetOnLoopCtlr	Code/client/Games/Skyrim/RTTI.cpp:4451
398498	rtti	NiPSysRotationModifier	curated-verified	0x141f64b98	0x1f64b98	0x141e9d508	addr-match		RE::RTTI_NiPSysRotationModifier	Code/client/Games/Skyrim/RTTI.cpp:4453
398499	rtti	NiPSysSpawnModifier	curated-verified	0x141f64bc8	0x1f64bc8	0x141e9d538	addr-match		RE::RTTI_NiPSysSpawnModifier	Code/client/Games/Skyrim/RTTI.cpp:4455
398500	rtti	NiPSysSphereEmitter	curated-verified	0x141f64bf8	0x1f64bf8	0x141e9d568	addr-match		RE::RTTI_NiPSysSphereEmitter	Code/client/Games/Skyrim/RTTI.cpp:4457
398501	rtti	NiPSysSphericalCollider	curated-verified	0x141f64c28	0x1f64c28	0x141e9d598	addr-match		RE::RTTI_NiPSysSphericalCollider	Code/client/Games/Skyrim/RTTI.cpp:4459
398502	rtti	NiPSysTurbulenceFieldModifier	curated-verified	0x141f64c58	0x1f64c58	0x141e9d5c8	addr-match		RE::RTTI_NiPSysTurbulenceFieldModifier	Code/client/Games/Skyrim/RTTI.cpp:4461
398503	rtti	NiPSysVortexFieldModifier	curated-verified	0x141f64c90	0x1f64c90	0x141e9d600	addr-match		RE::RTTI_NiPSysVortexFieldModifier	Code/client/Games/Skyrim/RTTI.cpp:4463
398504	rtti	BSStripPSysData	curated-verified	0x141f64cc0	0x1f64cc0	0x141e9d630	addr-match		RE::RTTI_BSStripPSysData	Code/client/Games/Skyrim/RTTI.cpp:4465
398505	rtti	BSPSysRecycleBoundModifier	curated-verified	0x141f64ce8	0x1f64ce8	0x141e9d658	addr-match		RE::RTTI_BSPSysRecycleBoundModifier	Code/client/Games/Skyrim/RTTI.cpp:4467
