aeid	kind	name	confidence	vr	vr_offset	sse_1_5_97	sse_route	flags	db_name	site
392574	rtti	BGSPerkRankArray	curated-verified	0x141edb2b0	0x1edb2b0	0x141e15330	addr-match		RE::RTTI_BGSPerkRankArray	Code/client/Games/Skyrim/RTTI.cpp:607
392576	rtti	BGSSkinForm	curated-verified	0x141edb318	0x1edb318	0x141e15398	addr-match		RE::RTTI_BGSSkinForm	Code/client/Games/Skyrim/RTTI.cpp:609
392577	rtti	TESObjectARMO	curated-verified	0x141edb340	0x1edb340	0x141e153c0	addr-match		RE::RTTI_TESObjectARMO	Code/client/Games/Skyrim/RTTI.cpp:611
392578	rtti	TESSoundFile	curated-weak	0x141edb368	0x1edb368	0x141e153e8	addr-match		RE::RTTI_TESSoundFile	Code/client/Games/Skyrim/RTTI.cpp:613
392579	rtti	TESAIForm	curated-verified	0x141edb390	0x1edb390	0x141e15410	addr-match		RE::RTTI_TESAIForm	Code/client/Games/Skyrim/RTTI.cpp:615
392580	rtti	TESActorBaseData	curated-verified	0x141edb3b0	0x1edb3b0	0x141e15430	addr-match		RE::RTTI_TESActorBaseData	Code/client/Games/Skyrim/RTTI.cpp:617
392581	rtti	TESAttackDamageForm	curated-verified	0x141edb3d8	0x1edb3d8	0x141e15458	addr-match		RE::RTTI_TESAttackDamageForm	Code/client/Games/Skyrim/RTTI.cpp:619
392582	rtti	TESContainer	curated-verified	0x141edb408	0x1edb408	0x141e15488	addr-match		RE::RTTI_TESContainer	Code/client/Games/Skyrim/RTTI.cpp:621
392583	rtti	TESHealthForm	curated-verified	0x141edb430	0x1edb430	0x141e154b0	addr-match		RE::RTTI_TESHealthForm	Code/client/Games/Skyrim/RTTI.cpp:623
392584	rtti	TESLeveledList	curated-verified	0x141edb458	0x1edb458	0x141e154d8	addr-match		RE::RTTI_TESLeveledList	Code/client/Games/Skyrim/RTTI.cpp:625
392585	rtti	TESProduceForm	curated-verified	0x141edb480	0x1edb480	0x141e15500	addr-match		RE::RTTI_TESProduceForm	Code/client/Games/Skyrim/RTTI.cpp:627
392586	rtti	TESQualityForm	curated-verified	0x141edb4a8	0x1edb4a8	0x141e15528	addr-match		RE::RTTI_TESQualityForm	Code/client/Games/Skyrim/RTTI.cpp:629
392587	rtti	TESRaceForm	curated-verified	0x141edb4d0	0x1edb4d0	0x141e15550	addr-match		RE::RTTI_TESRaceForm	Code/client/Games/Skyrim/RTTI.cpp:631
392588	rtti	TESSpellList	curated-verified	0x141edb4f8	0x1edb4f8	0x141e15578	addr-match		RE::RTTI_TESSpellList	Code/client/Games/Skyrim/RTTI.cpp:633
392589	rtti	TESReactionForm	curated-verified	0x141edb520	0x1edb520	0x141e155a0	addr-match		RE::RTTI_TESReactionForm	Code/client/Games/Skyrim/RTTI.cpp:635
392590	rtti	TESImageSpaceModifiableForm	curated-verified	0x141edb548	0x1edb548	0x141e155c8	addr-match		RE::RTTI_TESImageSpaceModifiableForm	Code/client/Games/Skyrim/RTTI.cpp:637
392592	rtti	TESModelLODList	curated-verified	0x141edb5c0	0x1edb5c0	0x141e15640	addr-match		RE::RTTI_TESModelLODList	Code/client/Games/Skyrim/RTTI.cpp:639
392593	rtti	TESLevItem	curated-verified	0x141edb5e8	0x1edb5e8	0x141e15668	addr-match		RE::RTTI_TESLevItem	Code/client/Games/Skyrim/RTTI.cpp:641
392597	rtti	TESModelRDT	curated-verified	0x141edb700	0x1edb700	0x141e15780	addr-match		RE::RTTI_TESModelRDT	Code/client/Games/Skyrim/RTTI.cpp:643
392600	rtti	BSStorage	curated-verified	0x141edb790	0x1edb790	0x141e15810	addr-match		RE::RTTI_BSStorage	Code/client/Games/Skyrim/RTTI.cpp:645
392601	rtti	BSMemStorage	curated-verified	0x141edb7b0	0x1edb7b0	0x141e15830	addr-match		RE::RTTI_BSMemStorage	Code/client/Games/Skyrim/RTTI.cpp:647
392607	rtti	BSVMLoadTask	curated-verified	0x141edb900	0x1edb900	0x141e15980	addr-match		RE::RTTI_BSVMLoadTask	Code/client/Games/Skyrim/RTTI.cpp:649
392609	rtti	BGSTextureSet	curated-verified	0x141edb988	0x1edb988	0x141e15a08	addr-match		RE::RTTI_BGSTextureSet	Code/client/Games/Skyrim/RTTI.cpp:651
392612	rtti	TESRace	curated-verified	0x141edba20	0x1edba20	0x141e15aa0	addr-match		RE::RTTI_TESRace	Code/client/Games/Skyrim/RTTI.cpp:653
392613	rtti	TESLevSpell	curated-verified	0x141edba40	0x1edba40	0x141e15ac0	addr-match		RE::RTTI_TESLevSpell	Code/client/Games/Skyrim/RTTI.cpp:655
392614	rtti	TESShout	curated-verified	0x141edba68	0x1edba68	0x141e15ae8	addr-match		RE::RTTI_TESShout	Code/client/Games/Skyrim/RTTI.cpp:657
392615	rtti	ActionInput	curated-verified	0x141edba88	0x1edba88	0x141e15b08	addr-match		RE::RTTI_ActionInput	Code/client/Games/Skyrim/RTTI.cpp:659
392616	rtti	BGSAnimSoundStateManager	curated-verified	0x141edbab0	0x1edbab0	0x141e15b30	addr-match		RE::RTTI_BGSAnimSoundStateManager	Code/client/Games/Skyrim/RTTI.cpp:661
392626	rtti	BGSParticleArrayAttach	curated-verified	0x141edbe38	0x1edbe38	0x141e15eb8	addr-match		RE::RTTI_BGSParticleArrayAttach	Code/client/Games/Skyrim/RTTI.cpp:663
392630	rtti	BGSHavokGeometryAttach	curated-verified	0x141edbf40	0x1edbf40	0x141e15fc0	addr-match		RE::RTTI_BGSHavokGeometryAttach	Code/client/Games/Skyrim/RTTI.cpp:665
392634	rtti	BGSNamedNodeAttach	curated-verified	0x141edc030	0x1edc030	0x141e160b0	addr-match		RE::RTTI_BGSNamedNodeAttach	Code/client/Games/Skyrim/RTTI.cpp:667
392638	rtti	BGSMultiTechniqueAttach	curated-verified	0x141edc108	0x1edc108	0x141e16188	addr-match		RE::RTTI_BGSMultiTechniqueAttach	Code/client/Games/Skyrim/RTTI.cpp:669
392642	rtti	hkpRayHitCollector	curated-verified	0x141edc1f8	0x1edc1f8	0x141e16278	addr-match		RE::RTTI_hkpRayHitCollector	Code/client/Games/Skyrim/RTTI.cpp:671
392643	rtti	hkpAllRayHitTempCollector	curated-verified	0x141edc228	0x1edc228	0x141e162a8	addr-match		RE::RTTI_hkpAllRayHitTempCollector	Code/client/Games/Skyrim/RTTI.cpp:673
392644	rtti	BGSDecalNode	curated-verified	0x141edc258	0x1edc258	0x141e162d8	addr-match		RE::RTTI_BGSDecalNode	Code/client/Games/Skyrim/RTTI.cpp:675
392645	rtti	QueuedPromoteReferencesTask	curated-verified	0x141edc280	0x1edc280	0x141e16300	addr-match		RE::RTTI_QueuedPromoteReferencesTask	Code/client/Games/Skyrim/RTTI.cpp:677
392646	rtti	NiProperty	curated-verified	0x141edc2b8	0x1edc2b8	0x141e16338	addr-match		RE::RTTI_NiProperty	Code/client/Games/Skyrim/RTTI.cpp:679
392647	rtti	NiAlphaProperty	curated-verified	0x141edc2e0	0x1edc2e0	0x141e16360	addr-match		RE::RTTI_NiAlphaProperty	Code/client/Games/Skyrim/RTTI.cpp:681
392651	rtti	BGSQueuedGrassModelHandles	curated-verified	0x141edc3d0	0x1edc3d0	0x141e16450	addr-match		RE::RTTI_BGSQueuedGrassModelHandles	Code/client/Games/Skyrim/RTTI.cpp:683
392652	rtti	BGSPrimitive	curated-verified	0x141edc408	0x1edc408	0x141e16488	addr-match		RE::RTTI_BGSPrimitive	Code/client/Games/Skyrim/RTTI.cpp:685
392653	rtti	BSOcclusionShape	curated-verified	0x141edc430	0x1edc430	0x141e164b0	addr-match		RE::RTTI_BSOcclusionShape	Code/client/Games/Skyrim/RTTI.cpp:687
392654	rtti	BSPortal	curated-verified	0x141edc458	0x1edc458	0x141e164d8	addr-match		RE::RTTI_BSPortal	Code/client/Games/Skyrim/RTTI.cpp:689
392655	rtti	BSOcclusionPlane	curated-verified	0x141edc478	0x1edc478	0x141e164f8	addr-match		RE::RTTI_BSOcclusionPlane	Code/client/Games/Skyrim/RTTI.cpp:691
392656	rtti	BGSPrimitiveLine	curated-verified	0x141edc4a0	0x1edc4a0	0x141e16520	addr-match		RE::RTTI_BGSPrimitiveLine	Code/client/Games/Skyrim/RTTI.cpp:693
392657	rtti	BGSPrimitiveBox	curated-verified	0x141edc4c8	0x1edc4c8	0x141e16548	addr-match		RE::RTTI_BGSPrimitiveBox	Code/client/Games/Skyrim/RTTI.cpp:695
392658	rtti	BGSPrimitivePlane	curated-verified	0x141edc4f0	0x1edc4f0	0x141e16570	addr-match		RE::RTTI_BGSPrimitivePlane	Code/client/Games/Skyrim/RTTI.cpp:697
392659	rtti	BGSPrimitiveSphere	curated-verified	0x141edc518	0x1edc518	0x141e16598	addr-match		RE::RTTI_BGSPrimitiveSphere	Code/client/Games/Skyrim/RTTI.cpp:699
392660	rtti	BSMultiBoundAABB	curated-verified	0x141edc548	0x1edc548	0x141e165c8	addr-match		RE::RTTI_BSMultiBoundAABB	Code/client/Games/Skyrim/RTTI.cpp:701
392661	rtti	BSMultiBoundShape	curated-verified	0x141edc570	0x1edc570	0x141e165f0	addr-match		RE::RTTI_BSMultiBoundShape	Code/client/Games/Skyrim/RTTI.cpp:703
392662	rtti	BSMultiBoundOBB	curated-verified	0x141edc598	0x1edc598	0x141e16618	addr-match		RE::RTTI_BSMultiBoundOBB	Code/client/Games/Skyrim/RTTI.cpp:705
392663	rtti	BSMultiBoundSphere	curated-verified	0x141edc5c0	0x1edc5c0	0x141e16640	addr-match		RE::RTTI_BSMultiBoundSphere	Code/client/Games/Skyrim/RTTI.cpp:707
392667	rtti	BGSSceneInfo	curated-verified	0x141edc6c8	0x1edc6c8	0x141e16748	addr-match		RE::RTTI_BGSSceneInfo	Code/client/Games/Skyrim/RTTI.cpp:709
392672	rtti	BSAnimationGraphChannel	curated-verified	0x141edc830	0x1edc830	0x141e168b0	addr-match		RE::RTTI_BSAnimationGraphChannel	Code/client/Games/Skyrim/RTTI.cpp:711
392675	rtti	BSAnimGroupSequence	curated-verified	0x141edc900	0x1edc900	0x141e16980	addr-match		RE::RTTI_BSAnimGroupSequence	Code/client/Games/Skyrim/RTTI.cpp:713
392676	rtti	NiControllerSequence	curated-verified	0x141edc930	0x1edc930	0x141e169b0	addr-match		RE::RTTI_NiControllerSequence	Code/client/Games/Skyrim/RTTI.cpp:715
392677	rtti	BSAnimNoteReceiver	curated-verified	0x141edc960	0x1edc960	0x141e169e0	addr-match		RE::RTTI_BSAnimNoteReceiver	Code/client/Games/Skyrim/RTTI.cpp:717
392678	rtti	IBSAnimNoteReceiver	curated-verified	0x141edc990	0x1edc990	0x141e16a10	addr-match		RE::RTTI_IBSAnimNoteReceiver	Code/client/Games/Skyrim/RTTI.cpp:719
392680	rtti	GridArray	curated-verified	0x141edca58	0x1edca58	0x141e16ad8	addr-match		RE::RTTI_GridArray	Code/client/Games/Skyrim/RTTI.cpp:721
392681	rtti	GridCellArray	curated-verified	0x141edca78	0x1edca78	0x141e16af8	addr-match		RE::RTTI_GridCellArray	Code/client/Games/Skyrim/RTTI.cpp:723
392682	rtti	TESActionData	curated-verified	0x141edcaa0	0x1edcaa0	0x141e16b20	addr-match		RE::RTTI_TESActionData	Code/client/Games/Skyrim/RTTI.cpp:725
392683	rtti	BGSActionData	curated-verified	0x141edcac8	0x1edcac8	0x141e16b48	addr-match		RE::RTTI_BGSActionData	Code/client/Games/Skyrim/RTTI.cpp:727
392684	rtti	ActionOutput	curated-identical	0x141edcaf0	0x1edcaf0	0x141e16b70	addr-match		RE::RTTI_ActionOutput	Code/client/Games/Skyrim/RTTI.cpp:729
392691	rtti	FindByEffectSettingFunctor	curated-verified	0x141edcc40	0x1edcc40	0x141e16d00	addr-match		RE::RTTI_FindByEffectSettingFunctor	Code/client/Games/Skyrim/RTTI.cpp:731
392709	rtti	TESCameraState	curated-verified	0x141edd398	0x1edd398	0x141e17458	addr-match		RE::RTTI_TESCameraState	Code/client/Games/Skyrim/RTTI.cpp:733
392710	rtti	LocalMapCamera	curated-verified	0x141edd3c0	0x1edd3c0	0x141e17480	addr-match		RE::RTTI_LocalMapCamera	Code/client/Games/Skyrim/RTTI.cpp:735
392711	rtti	TESCamera	curated-verified	0x141edd3e8	0x1edd3e8	0x141e174a8	addr-match		RE::RTTI_TESCamera	Code/client/Games/Skyrim/RTTI.cpp:737
392713	rtti	NiExtraData	curated-verified	0x141edd440	0x1edd440	0x141e17500	addr-match		RE::RTTI_NiExtraData	Code/client/Games/Skyrim/RTTI.cpp:739
392714	rtti	BSSplatterExtraData	curated-verified	0x141edd468	0x1edd468	0x141e17528	addr-match		RE::RTTI_BSSplatterExtraData	Code/client/Games/Skyrim/RTTI.cpp:741
392716	rtti	TESRegionData	curated-verified	0x141edd498	0x1edd498	0x141e17558	addr-match		RE::RTTI_TESRegionData	Code/client/Games/Skyrim/RTTI.cpp:743
392717	rtti	TESRegionDataWeather	curated-verified	0x141edd4c0	0x1edd4c0	0x141e17580	addr-match		RE::RTTI_TESRegionDataWeather	Code/client/Games/Skyrim/RTTI.cpp:745
392718	rtti	TESRegion	curated-verified	0x141edd4f0	0x1edd4f0	0x141e175b0	addr-match		RE::RTTI_TESRegion	Code/client/Games/Skyrim/RTTI.cpp:747
392719	rtti	TESRegionDataGrass	curated-verified	0x141edd550	0x1edd550	0x141e17610	addr-match		RE::RTTI_TESRegionDataGrass	Code/client/Games/Skyrim/RTTI.cpp:749
392720	rtti	TESRegionDataLandscape	curated-verified	0x141edd580	0x1edd580	0x141e17640	addr-match		RE::RTTI_TESRegionDataLandscape	Code/client/Games/Skyrim/RTTI.cpp:751
392721	rtti	TESRegionDataManager	curated-verified	0x141edd5b0	0x1edd5b0	0x141e17670	addr-match		RE::RTTI_TESRegionDataManager	Code/client/Games/Skyrim/RTTI.cpp:753
392722	rtti	TESRegionDataMap	curated-verified	0x141edd5e0	0x1edd5e0	0x141e176a0	addr-match		RE::RTTI_TESRegionDataMap	Code/client/Games/Skyrim/RTTI.cpp:755
392723	rtti	TESRegionDataObjects	curated-verified	0x141edd608	0x1edd608	0x141e176c8	addr-match		RE::RTTI_TESRegionDataObjects	Code/client/Games/Skyrim/RTTI.cpp:757
392724	rtti	TESRegionDataSound	curated-verified	0x141edd638	0x1edd638	0x141e176f8	addr-match		RE::RTTI_TESRegionDataSound	Code/client/Games/Skyrim/RTTI.cpp:759
392725	rtti	TESRegionObjectBase	curated-verified	0x141edd668	0x1edd668	0x141e17728	addr-match		RE::RTTI_TESRegionObjectBase	Code/client/Games/Skyrim/RTTI.cpp:761
392726	rtti	TESRegionGrassObject	curated-verified	0x141edd698	0x1edd698	0x141e17758	addr-match		RE::RTTI_TESRegionGrassObject	Code/client/Games/Skyrim/RTTI.cpp:763
392727	rtti	TESRegionGrassObjectList	curated-verified	0x141edd6c8	0x1edd6c8	0x141e17788	addr-match		RE::RTTI_TESRegionGrassObjectList	Code/client/Games/Skyrim/RTTI.cpp:765
392729	rtti	TESRegionList	curated-verified	0x141edd740	0x1edd740	0x141e17800	addr-match		RE::RTTI_TESRegionList	Code/client/Games/Skyrim/RTTI.cpp:767
392731	rtti	TESRegionNoiseFunction	curated-verified	0x141edd7a0	0x1edd7a0	0x141e17860	addr-match		RE::RTTI_TESRegionNoiseFunction	Code/client/Games/Skyrim/RTTI.cpp:769
392732	rtti	TESRegionObject	curated-verified	0x141edd7d0	0x1edd7d0	0x141e17890	addr-match		RE::RTTI_TESRegionObject	Code/client/Games/Skyrim/RTTI.cpp:771
392733	rtti	TESLandTexture	curated-verified	0x141edd7f8	0x1edd7f8	0x141e178b8	addr-match		RE::RTTI_TESLandTexture	Code/client/Games/Skyrim/RTTI.cpp:773
392734	rtti	TESRegionObjectList	curated-verified	0x141edd820	0x1edd820	0x141e178e0	addr-match		RE::RTTI_TESRegionObjectList	Code/client/Games/Skyrim/RTTI.cpp:775
392738	rtti	BGSAddonNodeSoundHandleExtra	curated-verified	0x141edd890	0x1edd890	0x141e17950	addr-match		RE::RTTI_BGSAddonNodeSoundHandleExtra	Code/client/Games/Skyrim/RTTI.cpp:777
392741	rtti	BGSApparatus	curated-verified	0x141edd968	0x1edd968	0x141e17a28	addr-match		RE::RTTI_BGSApparatus	Code/client/Games/Skyrim/RTTI.cpp:779
392744	rtti	BGSArtObjectCloneTask	curated-verified	0x141edda28	0x1edda28	0x141e17ae8	addr-match		RE::RTTI_BGSArtObjectCloneTask	Code/client/Games/Skyrim/RTTI.cpp:781
392748	rtti	BGSConstructibleObject	curated-verified	0x141eddb68	0x1eddb68	0x141e17c28	addr-match		RE::RTTI_BGSConstructibleObject	Code/client/Games/Skyrim/RTTI.cpp:783
392752	rtti	bhkWorldObject	curated-verified	0x141eddc80	0x1eddc80	0x141e17d40	addr-match		RE::RTTI_bhkWorldObject	Code/client/Games/Skyrim/RTTI.cpp:785
392753	rtti	NiCollisionObject	curated-verified	0x141eddca8	0x1eddca8	0x141e17d68	addr-match		RE::RTTI_NiCollisionObject	Code/client/Games/Skyrim/RTTI.cpp:787
392754	rtti	bhkNiCollisionObject	curated-verified	0x141eddcd0	0x1eddcd0	0x141e17d90	addr-match		RE::RTTI_bhkNiCollisionObject	Code/client/Games/Skyrim/RTTI.cpp:789
392755	rtti	bhkRigidBody	curated-verified	0x141eddd00	0x1eddd00	0x141e17dc0	addr-match		RE::RTTI_bhkRigidBody	Code/client/Games/Skyrim/RTTI.cpp:791
392756	rtti	BGSPreloadable	curated-verified	0x141eddd28	0x1eddd28	0x141e17de8	addr-match		RE::RTTI_BGSPreloadable	Code/client/Games/Skyrim/RTTI.cpp:793
392761	rtti	BGSHazard	curated-verified	0x141edde78	0x1edde78	0x141e17f38	addr-match		RE::RTTI_BGSHazard	Code/client/Games/Skyrim/RTTI.cpp:795
392764	rtti	BGSLensFlare	curated-verified	0x141eddf30	0x1eddf30	0x141e17ff0	addr-match		RE::RTTI_BGSLensFlare	Code/client/Games/Skyrim/RTTI.cpp:797
392765	rtti	BSLensFlareRenderData	curated-weak	0x141eddf58	0x1eddf58	0x141e18018	addr-match		RE::RTTI_BSLensFlareRenderData	Code/client/Games/Skyrim/RTTI.cpp:799
392766	rtti	BSLensFlareSpriteRenderData	curated-verified	0x141ede028	0x1ede028	0x141e180e8	addr-match		RE::RTTI_BSLensFlareSpriteRenderData	Code/client/Games/Skyrim/RTTI.cpp:801
392767	rtti	BGSLensFlareSprite	curated-verified	0x141ede060	0x1ede060	0x141e18120	addr-match		RE::RTTI_BGSLensFlareSprite	Code/client/Games/Skyrim/RTTI.cpp:803
392770	rtti	BGSVolumetricLighting	curated-verified	0x141ede090	0x1ede090	0x141e18150	addr-match		RE::RTTI_BGSVolumetricLighting	Code/client/Games/Skyrim/RTTI.cpp:805
392771	rtti	BSVolumetricLightingRenderData	curated-weak	0x141ede0c0	0x1ede0c0	0x141e18180	addr-match		RE::RTTI_BSVolumetricLightingRenderData	Code/client/Games/Skyrim/RTTI.cpp:807
392774	rtti	BGSMovableStatic	curated-verified	0x141ede1b0	0x1ede1b0	0x141e18270	addr-match		RE::RTTI_BGSMovableStatic	Code/client/Games/Skyrim/RTTI.cpp:809
392777	rtti	BGSOutfit	curated-verified	0x141ede288	0x1ede288	0x141e18348	addr-match		RE::RTTI_BGSOutfit	Code/client/Games/Skyrim/RTTI.cpp:811
392780	rtti	BGSCollisionLayer	curated-verified	0x141ede340	0x1ede340	0x141e18400	addr-match		RE::RTTI_BGSCollisionLayer	Code/client/Games/Skyrim/RTTI.cpp:813
392783	rtti	BGSStaticCollection	curated-verified	0x141ede408	0x1ede408	0x141e184c8	addr-match		RE::RTTI_BGSStaticCollection	Code/client/Games/Skyrim/RTTI.cpp:815
392786	rtti	TESMagicTargetForm	curated-weak	0x141ede4e8	0x1ede4e8	0x141e185a8	addr-match		RE::RTTI_TESMagicTargetForm	Code/client/Games/Skyrim/RTTI.cpp:817
392787	rtti	BGSTalkingActivator	curated-verified	0x141ede518	0x1ede518	0x141e185d8	addr-match		RE::RTTI_BGSTalkingActivator	Code/client/Games/Skyrim/RTTI.cpp:819
392788	rtti	TESBoundAnimObject	curated-verified	0x141ede548	0x1ede548	0x141e18608	addr-match		RE::RTTI_TESBoundAnimObject	Code/client/Games/Skyrim/RTTI.cpp:821
392789	rtti	BGSOpenCloseForm	curated-verified	0x141ede578	0x1ede578	0x141e18638	addr-match		RE::RTTI_BGSOpenCloseForm	Code/client/Games/Skyrim/RTTI.cpp:823
392796	rtti	BSTriShape	curated-verified	0x141ede788	0x1ede788	0x141e18848	addr-match		RE::RTTI_BSTriShape	Code/client/Games/Skyrim/RTTI.cpp:825
392797	rtti	BSGeometry	curated-verified	0x141ede7b0	0x1ede7b0	0x141e18870	addr-match		RE::RTTI_BSGeometry	Code/client/Games/Skyrim/RTTI.cpp:827
392798	rtti	BSParticleShaderGeometry	curated-verified	0x141ede7d8	0x1ede7d8	0x141e18898	addr-match		RE::RTTI_BSParticleShaderGeometry	Code/client/Games/Skyrim/RTTI.cpp:829
392799	rtti	BSDynamicTriShape	curated-verified	0x141ede808	0x1ede808	0x141e188c8	addr-match		RE::RTTI_BSDynamicTriShape	Code/client/Games/Skyrim/RTTI.cpp:831
392802	rtti	TESFlora	curated-verified	0x141ede8d8	0x1ede8d8	0x141e18998	addr-match		RE::RTTI_TESFlora	Code/client/Games/Skyrim/RTTI.cpp:833
392805	rtti	TESFurniture	curated-verified	0x141ede990	0x1ede990	0x141e18a50	addr-match		RE::RTTI_TESFurniture	Code/client/Games/Skyrim/RTTI.cpp:835
392808	rtti	TESGrass	curated-verified	0x141edea58	0x1edea58	0x141e18b18	addr-match		RE::RTTI_TESGrass	Code/client/Games/Skyrim/RTTI.cpp:837
392813	rtti	TESLevCharacter	curated-verified	0x141edeba0	0x1edeba0	0x141e18c60	addr-match		RE::RTTI_TESLevCharacter	Code/client/Games/Skyrim/RTTI.cpp:839
392824	rtti	TESObjectANIO	curated-verified	0x141edeed8	0x1edeed8	0x141e18f98	addr-match		RE::RTTI_TESObjectANIO	Code/client/Games/Skyrim/RTTI.cpp:841
392827	rtti	TESObjectARMA	curated-verified	0x141edef98	0x1edef98	0x141e19058	addr-match		RE::RTTI_TESObjectARMA	Code/client/Games/Skyrim/RTTI.cpp:843
392832	rtti	TESObjectBOOK	override	0x141edf0f8	0x1edf0f8		none		TESObjectBOOK RTTI type descriptor, located by mangled name in SkyrimVR.exe	Code/client/Games/Skyrim/RTTI.cpp:845
392835	rtti	TESMagicCasterForm	curated-weak	0x141edf1b8	0x1edf1b8	0x141e19278	addr-match		RE::RTTI_TESMagicCasterForm	Code/client/Games/Skyrim/RTTI.cpp:847
392836	rtti	TESObjectCONT	curated-verified	0x141edf1e8	0x1edf1e8	0x141e192a8	addr-match		RE::RTTI_TESObjectCONT	Code/client/Games/Skyrim/RTTI.cpp:849
392839	rtti	IFadeDoneCallback	curated-verified	0x141edf2a8	0x1edf2a8	0x141e19368	addr-match		RE::RTTI_IFadeDoneCallback	Code/client/Games/Skyrim/RTTI.cpp:851
392848	rtti	TESObjectTREE	curated-verified	0x141edf518	0x1edf518	0x141e195d8	addr-match		RE::RTTI_TESObjectTREE	Code/client/Games/Skyrim/RTTI.cpp:853
392853	rtti	TESSoulGem	curated-verified	0x141edf678	0x1edf678	0x141e19738	addr-match		RE::RTTI_TESSoulGem	Code/client/Games/Skyrim/RTTI.cpp:855
392856	rtti	BGSLocation	curated-verified	0x141edf730	0x1edf730	0x141e197f0	addr-match		RE::RTTI_BGSLocation	Code/client/Games/Skyrim/RTTI.cpp:857
392857	rtti	QueuedPromoteLargeReferencesTask	curated-verified	0x141edf808	0x1edf808	0x141e198c8	addr-match		RE::RTTI_QueuedPromoteLargeReferencesTask	Code/client/Games/Skyrim/RTTI.cpp:859
392860	rtti	BGSLightingTemplate	curated-verified	0x141edf840	0x1edf840	0x141e19900	addr-match		RE::RTTI_BGSLightingTemplate	Code/client/Games/Skyrim/RTTI.cpp:861
392863	rtti	QueuedPromoteLocationReferencesTask	curated-verified	0x141edf918	0x1edf918	0x141e199d8	addr-match		RE::RTTI_QueuedPromoteLocationReferencesTask	Code/client/Games/Skyrim/RTTI.cpp:863
392870	rtti	BGSShaderParticleGeometryData	curated-verified	0x141edfb48	0x1edfb48	0x141e19c08	addr-match		RE::RTTI_BGSShaderParticleGeometryData	Code/client/Games/Skyrim/RTTI.cpp:865
392871	rtti	BSParticleShaderEmitter	curated-verified	0x141edfb80	0x1edfb80	0x141e19c40	addr-match		RE::RTTI_BSParticleShaderEmitter	Code/client/Games/Skyrim/RTTI.cpp:867
392872	rtti	BSParticleShaderCubeEmitter	curated-verified	0x141edfbb0	0x1edfbb0	0x141e19c70	addr-match		RE::RTTI_BSParticleShaderCubeEmitter	Code/client/Games/Skyrim/RTTI.cpp:869
392873	rtti	BSParticleShaderSnowEmitter	curated-verified	0x141edfbe8	0x1edfbe8	0x141e19ca8	addr-match		RE::RTTI_BSParticleShaderSnowEmitter	Code/client/Games/Skyrim/RTTI.cpp:871
392874	rtti	BSParticleShaderRainEmitter	curated-verified	0x141edfc20	0x1edfc20	0x141e19ce0	addr-match		RE::RTTI_BSParticleShaderRainEmitter	Code/client/Games/Skyrim/RTTI.cpp:873
392875	rtti	CellLoaderTask	curated-verified	0x141edfd18	0x1edfd18	0x141e19dd8	addr-match		RE::RTTI_CellLoaderTask	Code/client/Games/Skyrim/RTTI.cpp:875
392876	rtti	ImageSpaceModifierInstanceForm	curated-verified	0x141edfd40	0x1edfd40	0x141e19e00	addr-match		RE::RTTI_ImageSpaceModifierInstanceForm	Code/client/Games/Skyrim/RTTI.cpp:877
392877	rtti	ImageSpaceModifierInstance	curated-verified	0x141edfd78	0x1edfd78	0x141e19e38	addr-match		RE::RTTI_ImageSpaceModifierInstance	Code/client/Games/Skyrim/RTTI.cpp:879
392878	rtti	ImageSpaceModifierInstanceTemp	curated-verified	0x141edfdb0	0x1edfdb0	0x141e19e70	addr-match		RE::RTTI_ImageSpaceModifierInstanceTemp	Code/client/Games/Skyrim/RTTI.cpp:881
392879	rtti	ImageSpaceModifierInstanceDOF	curated-verified	0x141edfde8	0x1edfde8	0x141e19ea8	addr-match		RE::RTTI_ImageSpaceModifierInstanceDOF	Code/client/Games/Skyrim/RTTI.cpp:883
392880	rtti	ImageSpaceModifierInstanceRB	curated-verified	0x141edfe20	0x1edfe20	0x141e19ee0	addr-match		RE::RTTI_ImageSpaceModifierInstanceRB	Code/client/Games/Skyrim/RTTI.cpp:885
392883	rtti	TESWeather	curated-verified	0x141edfe58	0x1edfe58	0x141e19f18	addr-match		RE::RTTI_TESWeather	Code/client/Games/Skyrim/RTTI.cpp:887
392884	rtti	TESClimate	curated-verified	0x141edfe80	0x1edfe80	0x141e19f40	addr-match		RE::RTTI_TESClimate	Code/client/Games/Skyrim/RTTI.cpp:889
392889	rtti	NiFloatData	curated-verified	0x141edffd8	0x1edffd8	0x141e1a098	addr-match		RE::RTTI_NiFloatData	Code/client/Games/Skyrim/RTTI.cpp:891
392890	rtti	NiColorData	curated-verified	0x141ee0000	0x1ee0000	0x141e1a0c0	addr-match		RE::RTTI_NiColorData	Code/client/Games/Skyrim/RTTI.cpp:893
392892	rtti	hkReferencedObject	curated-verified	0x141ee00e0	0x1ee00e0	0x141e1a1a0	addr-match		RE::RTTI_hkReferencedObject	Code/client/Games/Skyrim/RTTI.cpp:895
392893	rtti	hkBaseObject	curated-verified	0x141ee0110	0x1ee0110	0x141e1a1d0	addr-match		RE::RTTI_hkBaseObject	Code/client/Games/Skyrim/RTTI.cpp:897
392894	rtti	TESChildCell	curated-verified	0x141ee0138	0x1ee0138	0x141e1a1f8	addr-match		RE::RTTI_TESChildCell	Code/client/Games/Skyrim/RTTI.cpp:899
